Title: The Spatial Structure of Young Stellar Clusters. I. Subclusters 
Authors: Kuhn M.A., Feigelson E.D., Getman K.V., Baddeley A.J., Broos P.S., 
         Sills A., Bate M.R., Povich M.S., Luhman K.L., Busk H.A., Naylor T., 
         King R.R. 
Table: Star Positions in the Statistical Sample
================================================================================
Byte-by-byte Description of file: stars_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units Label        Explanations
--------------------------------------------------------------------------------
   1-  7 A7     ---   target       MYStIX region name
   9- 26 A18    ---   designation  MPCM source designation (1)
  28- 38 F11.7  deg   RAdeg        Right Ascension in decimal degrees (J2000)
  40- 50 F11.7  deg   DEdeg        Declination in decimal degrees (J2000)
--------------------------------------------------------------------------------
Note (1): MPCM are MYStIX Probable Complex Members, which are defined by 
          Broos et al. (2013).
--------------------------------------------------------------------------------
trifid  180221.92-230057.6 270.5913460 -23.0160040
trifid  180221.96-230206.7 270.5915000 -23.0352060
trifid  180222.00-230104.1 270.5917000 -23.0178220
trifid  180222.23-230150.3 270.5926360 -23.0306510
trifid  180222.28-230046.4 270.5928600 -23.0128920
trifid  180222.41-230210.6 270.5933910 -23.0362880
trifid  180222.53-230159.5 270.5938810 -23.0332080
trifid  180222.62-230158.3 270.5942890 -23.0328730
trifid  180222.75-230151.7 270.5948280 -23.0310490
trifid  180222.87-225935.4 270.5953130 -22.9931690
trifid  180222.92-230128.6 270.5955090 -23.0246190
trifid  180223.07-230158.0 270.5961310 -23.0327870
trifid  180223.08-230144.6 270.5961740 -23.0290650
trifid  180223.13-230200.1 270.5964090 -23.0333860
trifid  180223.23-230012.1 270.5968000 -23.0033650
trifid  180223.22-230134.9 270.5967840 -23.0263730
trifid  180223.37-230311.3 270.5974000 -23.0531390
trifid  180223.37-230222.5 270.5973970 -23.0395940
trifid  180223.40-230141.4 270.5975220 -23.0281740
trifid  180223.50-230023.0 270.5979310 -23.0064100
trifid  180223.54-230150.9 270.5980900 -23.0308070
trifid  180223.57-230139.7 270.5982400 -23.0277020
trifid  180223.62-230327.5 270.5984500 -23.0576550
trifid  180223.65-230055.4 270.5985630 -23.0154120
trifid  180223.66-230157.2 270.5985890 -23.0325810
trifid  180223.70-230145.2 270.5987740 -23.0292360
trifid  180223.83-225938.8 270.5993280 -22.9941190
trifid  180223.94-225430.8 270.5997900 -22.9085750
trifid  180224.00-230419.1 270.6000000 -23.0719930
trifid  180224.29-225926.8 270.6012190 -22.9907990
trifid  180224.55-230156.9 270.6023300 -23.0324970
trifid  180224.59-230020.5 270.6024800 -23.0056950
trifid  180224.61-230103.5 270.6025830 -23.0176580
trifid  180224.89-225526.3 270.6037400 -22.9239800
trifid  180225.13-230217.3 270.6047400 -23.0381660
trifid  180225.16-230126.5 270.6048600 -23.0240420
trifid  180225.18-225340.8 270.6049240 -22.8946850
trifid  180225.32-230256.0 270.6055380 -23.0489150
trifid  180225.36-230036.2 270.6056920 -23.0100710
trifid  180225.39-230356.0 270.6058300 -23.0655610
trifid  180225.45-230139.3 270.6060500 -23.0275970
trifid  180225.63-230056.8 270.6068150 -23.0157900
trifid  180225.86-230142.4 270.6077600 -23.0284560
trifid  180225.93-230011.3 270.6080670 -23.0031640
trifid  180225.94-230034.4 270.6081000 -23.0095760
trifid  180225.98-230013.3 270.6082900 -23.0037100
trifid  180226.01-230227.3 270.6084000 -23.0409410
trifid  180226.49-230155.7 270.6104000 -23.0321560
trifid  180226.84-230014.2 270.6118740 -23.0039700
trifid  180226.96-225107.7 270.6123400 -22.8521650
trifid  180227.17-230333.3 270.6132460 -23.0592540
trifid  180227.32-225937.4 270.6138340 -22.9937500
trifid  180227.56-230414.7 270.6148700 -23.0707510
trifid  180227.73-230128.2 270.6155700 -23.0245080
trifid  180228.01-230142.6 270.6167300 -23.0285030
trifid  180228.40-225947.2 270.6183540 -22.9964580
trifid  180228.51-230037.4 270.6188160 -23.0104130
trifid  180228.53-225144.6 270.6189000 -22.8624000
trifid  180228.65-230303.3 270.6193920 -23.0509320
trifid  180228.74-225947.3 270.6197850 -22.9964780
trifid  180228.79-225900.0 270.6199910 -22.9833340
trifid  180228.84-230229.5 270.6201800 -23.0415500
trifid  180228.87-230225.5 270.6203000 -23.0404280
trifid  180229.10-230040.7 270.6212650 -23.0113260
trifid  180229.13-225252.6 270.6214080 -22.8813050
trifid  180229.36-230101.5 270.6223400 -23.0170940
trifid  180229.47-225914.6 270.6228050 -22.9874080
trifid  180229.59-225859.2 270.6233250 -22.9831180
trifid  180229.68-225010.3 270.6236790 -22.8362220
trifid  180229.78-225603.3 270.6240940 -22.9342710
trifid  180229.93-230035.9 270.6247300 -23.0099830
trifid  180230.18-230039.4 270.6257780 -23.0109710
trifid  180230.20-225949.8 270.6258500 -22.9971830
trifid  180230.37-225928.9 270.6265430 -22.9913690
trifid  180230.38-230134.4 270.6265840 -23.0262330
trifid  180230.89-225303.4 270.6287500 -22.8842830
trifid  180230.95-230235.2 270.6289700 -23.0431210
trifid  180230.97-230043.5 270.6290730 -23.0120960
trifid  180231.10-230031.3 270.6296000 -23.0087090
trifid  180231.17-224842.7 270.6299120 -22.8118860
trifid  180231.21-230124.1 270.6300700 -23.0233630
trifid  180231.22-230120.4 270.6301000 -23.0223450
trifid  180231.57-230149.0 270.6315600 -23.0303020
trifid  180231.70-230216.6 270.6321000 -23.0379520
trifid  180231.73-230008.2 270.6322300 -23.0023000
trifid  180231.90-230024.6 270.6329300 -23.0068500
trifid  180231.98-230240.2 270.6332560 -23.0445080
trifid  180231.99-225359.8 270.6333300 -22.8999520
trifid  180232.36-230454.4 270.6348600 -23.0817870
trifid  180232.43-225945.4 270.6351300 -22.9959640
trifid  180232.58-230035.7 270.6357700 -23.0099350
trifid  180232.60-225924.4 270.6358700 -22.9901360
trifid  180232.63-230116.1 270.6359600 -23.0211580
trifid  180232.67-225949.3 270.6361280 -22.9970380
trifid  180232.68-225946.3 270.6362070 -22.9962010
trifid  180232.73-230046.5 270.6363930 -23.0129440
trifid  180232.83-230421.2 270.6368000 -23.0725560
trifid  180232.87-224921.7 270.6369600 -22.8226950
trifid  180233.03-225547.5 270.6376400 -22.9298790
trifid  180233.37-230111.4 270.6390700 -23.0198440
trifid  180233.52-230117.2 270.6397000 -23.0214710
trifid  180233.77-225537.4 270.6407240 -22.9270640
trifid  180233.77-225841.0 270.6407420 -22.9780610
trifid  180233.84-225322.7 270.6410200 -22.8896540
trifid  180233.92-225952.6 270.6413600 -22.9979650
trifid  180234.04-230317.6 270.6418380 -23.0548950
trifid  180234.05-225013.6 270.6418800 -22.8371260
trifid  180234.32-230115.2 270.6430140 -23.0209050
trifid  180234.50-225937.8 270.6437900 -22.9938600
trifid  180234.57-230030.9 270.6440520 -23.0085910
trifid  180234.94-230148.7 270.6456000 -23.0302000
trifid  180234.98-230325.1 270.6457800 -23.0569800
trifid  180235.04-230052.4 270.6460340 -23.0145680
trifid  180235.17-224915.5 270.6465500 -22.8209760
trifid  180235.28-230102.3 270.6470300 -23.0173240
trifid  180235.33-230009.3 270.6472500 -23.0025860
trifid  180235.54-225955.3 270.6481190 -22.9987110
trifid  180235.73-230258.6 270.6489000 -23.0496250
trifid  180235.96-225947.0 270.6498400 -22.9963900
trifid  180235.97-230140.8 270.6498810 -23.0280080
trifid  180236.00-224937.1 270.6500240 -22.8269860
trifid  180236.12-230131.8 270.6505400 -23.0255030
trifid  180236.46-225959.5 270.6519500 -22.9998860
trifid  180236.71-225804.1 270.6529680 -22.9678320
trifid  180236.72-230414.6 270.6530400 -23.0707290
trifid  180236.81-230401.4 270.6533800 -23.0670740
trifid  180236.81-230024.0 270.6534030 -23.0066700
trifid  180237.17-224742.3 270.6548800 -22.7951070
trifid  180237.32-230104.0 270.6555200 -23.0178000
trifid  180238.25-225854.6 270.6593920 -22.9818530
trifid  180238.72-224926.6 270.6613560 -22.8240730
trifid  180238.89-225004.7 270.6620520 -22.8346500
trifid  180238.92-224823.5 270.6622000 -22.8065310
trifid  180239.19-225001.2 270.6633090 -22.8336900
trifid  180239.57-230343.5 270.6648880 -23.0620920
trifid  180239.93-230012.8 270.6664050 -23.0035740
trifid  180240.13-230145.6 270.6672400 -23.0293450
trifid  180240.15-224831.5 270.6673110 -22.8087700
trifid  180240.31-224824.1 270.6679700 -22.8067070
trifid  180240.40-225753.2 270.6683720 -22.9647920
trifid  180240.64-230128.2 270.6693400 -23.0245250
trifid  180241.19-224904.8 270.6716630 -22.8180010
trifid  180241.26-230114.1 270.6719570 -23.0205950
trifid  180241.36-225742.2 270.6723720 -22.9617460
trifid  180241.93-225014.8 270.6747140 -22.8374550
trifid  180241.99-230057.4 270.6749600 -23.0159600
trifid  180242.18-225751.9 270.6757860 -22.9644200
trifid  180242.32-230435.9 270.6763610 -23.0766440
trifid  180242.82-225835.8 270.6784370 -22.9766350
trifid  180243.00-230312.8 270.6792000 -23.0535770
trifid  180243.21-225436.0 270.6800800 -22.9100270
trifid  180243.46-230135.1 270.6811200 -23.0264380
trifid  180243.56-225735.6 270.6815200 -22.9599060
trifid  180243.74-225624.0 270.6822500 -22.9400220
trifid  180243.91-224900.9 270.6829610 -22.8169270
trifid  180244.15-230245.0 270.6839630 -23.0458480
trifid  180244.77-225951.8 270.6865500 -22.9977470
trifid  180245.47-225918.2 270.6895000 -22.9884030
trifid  180245.74-225943.9 270.6906000 -22.9955440
trifid  180246.60-225032.9 270.6942000 -22.8424870
trifid  180247.58-224820.5 270.6982890 -22.8057000
trifid  180247.70-225839.2 270.6987600 -22.9775730
trifid  180247.86-230131.8 270.6994270 -23.0255110
trifid  180247.82-224911.0 270.6992820 -22.8197448
trifid  180247.87-225941.8 270.6995000 -22.9949720
trifid  180247.85-230314.4 270.6994000 -23.0540100
trifid  180248.36-230031.3 270.7015260 -23.0086970
trifid  180248.65-225932.3 270.7027300 -22.9923290
trifid  180248.66-225418.1 270.7027610 -22.9050520
trifid  180248.87-225156.8 270.7036450 -22.8657880
trifid  180249.07-225656.8 270.7045000 -22.9491230
trifid  180249.18-225945.7 270.7049290 -22.9960440
trifid  180249.30-225018.0 270.7054210 -22.8383600
trifid  180249.41-224833.2 270.7058880 -22.8092420
trifid  180249.83-224854.5 270.7076580 -22.8151430
trifid  180249.86-225849.6 270.7077600 -22.9804670
trifid  180250.36-224709.8 270.7098600 -22.7860610
trifid  180250.44-224850.1 270.7101670 -22.8139400
trifid  180250.73-224911.0 270.7113980 -22.8197400
trifid  180251.43-230205.6 270.7143000 -23.0349100
trifid  180251.72-230234.0 270.7155270 -23.0428010
trifid  180257.01-225301.4 270.7375640 -22.8837370
trifid  180257.09-225419.8 270.7378800 -22.9055270
trifid  180257.57-230254.2 270.7398920 -23.0483990
trifid  180300.07-225255.0 270.7502980 -22.8819500
trifid  180300.62-225355.5 270.7526180 -22.8987650
trifid  180301.45-230053.9 270.7560520 -23.0149840
trifid  180302.06-230247.9 270.7585885 -23.0466444
trifid  180303.44-230018.4 270.7643700 -23.0051340
trifid  180304.98-225637.9 270.7707500 -22.9438650
trifid  180155.24-225159.3 270.4801996 -22.8664762
trifid  180155.34-225212.0 270.4806170 -22.8700079
trifid  180156.22-225026.7 270.4842707 -22.8407595
trifid  180200.44-230627.8 270.5018394 -23.1077468
trifid  180200.76-225039.2 270.5032065 -22.8442384
trifid  180201.24-230551.8 270.5051694 -23.0977439
trifid  180201.24-225047.8 270.5051775 -22.8466281
trifid  180201.60-230528.9 270.5066718 -23.0913864
trifid  180201.78-230553.8 270.5074214 -23.0982886
trifid  180202.08-230447.3 270.5086839 -23.0798320
trifid  180202.33-230506.8 270.5097493 -23.0852314
trifid  180202.56-230606.4 270.5106895 -23.1018029
trifid  180202.66-230543.6 270.5110860 -23.0954540
trifid  180202.71-230539.8 270.5113030 -23.0943942
trifid  180203.06-230612.8 270.5127829 -23.1035758
trifid  180203.16-230553.5 270.5131899 -23.0982216
trifid  180203.44-230626.0 270.5143485 -23.1072351
trifid  180203.67-230600.2 270.5153225 -23.1000725
trifid  180203.86-230346.2 270.5161107 -23.0628505
trifid  180203.96-225429.8 270.5165346 -22.9082801
trifid  180204.29-230347.1 270.5178975 -23.0630947
trifid  180204.31-230521.2 270.5179737 -23.0892435
trifid  180204.93-230520.9 270.5205448 -23.0891497
trifid  180205.17-225841.3 270.5215813 -22.9781489
trifid  180205.45-230505.4 270.5227164 -23.0848446
trifid  180205.59-230538.6 270.5232936 -23.0940715
trifid  180205.87-224952.1 270.5244632 -22.8311600
trifid  180205.88-225709.9 270.5245240 -22.9527748
trifid  180205.93-230439.4 270.5247197 -23.0776338
trifid  180205.98-225516.4 270.5249323 -22.9212442
trifid  180206.04-230428.9 270.5251758 -23.0747092
trifid  180206.13-230527.3 270.5255788 -23.0909184
trifid  180206.17-230540.2 270.5257219 -23.0945126
trifid  180206.74-225701.1 270.5281139 -22.9503170
trifid  180207.05-230443.5 270.5293863 -23.0787619
trifid  180207.28-230552.5 270.5303548 -23.0979230
trifid  180207.93-230130.4 270.5330442 -23.0251235
trifid  180208.15-225017.2 270.5339698 -22.8381278
trifid  180208.18-225445.3 270.5340905 -22.9125919
trifid  180208.58-230618.6 270.5357887 -23.1051789
trifid  180208.97-230027.9 270.5373916 -23.0077759
trifid  180209.12-230021.5 270.5380011 -23.0059785
trifid  180209.44-230610.5 270.5393655 -23.1029306
trifid  180209.45-230336.5 270.5393969 -23.0601411
trifid  180209.82-230642.3 270.5409206 -23.1117706
trifid  180210.13-225716.0 270.5422322 -22.9544595
trifid  180210.28-230228.6 270.5428669 -23.0412996
trifid  180211.65-230635.8 270.5485471 -23.1099702
trifid  180211.93-230121.4 270.5497367 -23.0226372
trifid  180211.93-230549.3 270.5497443 -23.0970367
trifid  180212.27-230544.5 270.5511496 -23.0957124
trifid  180212.29-225533.1 270.5512488 -22.9258704
trifid  180212.32-230500.3 270.5513493 -23.0834424
trifid  180212.48-230515.1 270.5520284 -23.0875463
trifid  180212.76-230546.7 270.5532077 -23.0963276
trifid  180212.84-230010.4 270.5535280 -23.0029066
trifid  180213.09-230607.0 270.5545832 -23.1019567
trifid  180213.12-230623.8 270.5546950 -23.1066151
trifid  180213.22-225342.9 270.5550936 -22.8952556
trifid  180213.25-230631.0 270.5552227 -23.1086157
trifid  180213.52-230546.3 270.5563398 -23.0962158
trifid  180213.69-230050.7 270.5570638 -23.0141045
trifid  180213.93-230636.6 270.5580686 -23.1101828
trifid  180214.04-230640.6 270.5585061 -23.1112968
trifid  180214.12-230529.0 270.5588420 -23.0913934
trifid  180214.27-230619.7 270.5594723 -23.1054995
trifid  180214.36-230008.3 270.5598675 -23.0023106
trifid  180215.32-230048.4 270.5638390 -23.0134714
trifid  180216.36-225220.9 270.5681876 -22.8724939
trifid  180216.80-230251.1 270.5700197 -23.0475431
trifid  180217.99-225250.3 270.5749875 -22.8806394
trifid  180218.26-225243.0 270.5760853 -22.8786148
trifid  180218.65-230052.2 270.5777198 -23.0145043
trifid  180219.41-230158.3 270.5808769 -23.0328619
trifid  180219.72-230159.8 270.5822057 -23.0332802
trifid  180220.48-230527.6 270.5853432 -23.0910099
trifid  180220.58-225438.4 270.5857522 -22.9106702
trifid  180221.02-230234.4 270.5876108 -23.0429109
trifid  180221.73-230132.3 270.5905638 -23.0256649
trifid  180221.93-230032.8 270.5913879 -23.0091351
trifid  180222.85-225458.4 270.5952497 -22.9162452
trifid  180223.14-230458.8 270.5964580 -23.0830038
trifid  180224.46-225443.1 270.6019544 -22.9119889
trifid  180224.70-230117.7 270.6029470 -23.0215893
trifid  180226.47-230104.2 270.6103133 -23.0178480
trifid  180226.92-225508.9 270.6121743 -22.9191473
trifid  180227.01-230201.3 270.6125663 -23.0337070
trifid  180227.81-230544.9 270.6159148 -23.0958164
trifid  180228.41-230115.6 270.6183760 -23.0210007
trifid  180228.46-230140.9 270.6185976 -23.0280378
trifid  180228.51-230038.1 270.6188224 -23.0106104
trifid  180228.89-230354.9 270.6203980 -23.0652628
trifid  180230.14-230039.3 270.6256247 -23.0109433
trifid  180230.31-230022.4 270.6263108 -23.0062429
trifid  180230.64-230219.3 270.6276923 -23.0387185
trifid  180230.84-230033.8 270.6285289 -23.0094130
trifid  180231.53-230521.6 270.6314142 -23.0893496
trifid  180232.56-225924.8 270.6356961 -22.9902425
trifid  180233.25-230038.9 270.6385448 -23.0108139
trifid  180234.40-230102.6 270.6433709 -23.0174144
trifid  180234.85-224955.0 270.6452225 -22.8319710
trifid  180236.14-224941.1 270.6506027 -22.8280924
trifid  180236.57-224935.5 270.6523763 -22.8265477
trifid  180239.32-224830.5 270.6638500 -22.8084841
trifid  180240.71-224913.6 270.6696533 -22.8204602
trifid  180240.78-224906.7 270.6699558 -22.8185491
trifid  180243.40-224733.2 270.6808732 -22.7925627
trifid  180243.85-230102.4 270.6827218 -23.0173606
trifid  180244.02-224921.3 270.6834373 -22.8226043
trifid  180244.45-224858.3 270.6852417 -22.8162020
trifid  180244.70-224814.2 270.6862633 -22.8039540
trifid  180244.77-224721.4 270.6865518 -22.7892884
trifid  180246.79-230131.1 270.6949719 -23.0253134
trifid  180247.73-225917.8 270.6988896 -22.9883011
ngc1893 052207.21+333140.1  80.5300750  33.5278320
ngc1893 052214.54+333112.2  80.5606160  33.5200650
ngc1893 052215.22+333005.3  80.5634200  33.5014950
ngc1893 052215.89+332700.0  80.5662400  33.4500050
ngc1893 052216.35+333141.0  80.5681460  33.5280800
ngc1893 052216.98+333044.7  80.5707860  33.5124240
ngc1893 052218.43+332820.9  80.5768070  33.4724920
ngc1893 052219.12+332421.4  80.5797040  33.4059450
ngc1893 052219.30+332352.8  80.5804583  33.3980278
ngc1893 052219.48+332730.7  80.5812083  33.4585278
ngc1893 052219.95+332837.7  80.5831600  33.4771400
ngc1893 052220.48+332424.4  80.5853500  33.4068030
ngc1893 052220.61+333030.7  80.5859000  33.5085500
ngc1893 052220.84+333259.1  80.5868360  33.5497660
ngc1893 052221.53+332851.5  80.5897280  33.4809840
ngc1893 052222.24+332741.8  80.5926700  33.4616300
ngc1893 052222.60+333329.1  80.5942000  33.5580980
ngc1893 052224.10+332328.8  80.6004200  33.3913420
ngc1893 052224.49+332502.6  80.6020500  33.4174080
ngc1893 052224.62+332516.4  80.6026150  33.4212380
ngc1893 052224.71+333156.5  80.6029700  33.5323870
ngc1893 052226.33+332020.2  80.6097100  33.3389500
ngc1893 052226.42+333039.3  80.6100890  33.5109380
ngc1893 052227.60+332225.8  80.6150360  33.3738440
ngc1893 052227.80+332044.7  80.6158400  33.3457700
ngc1893 052229.29+333050.3  80.6220700  33.5139870
ngc1893 052229.60+332216.3  80.6233400  33.3712100
ngc1893 052230.66+333249.8  80.6277800  33.5471880
ngc1893 052230.66+332454.7  80.6277800  33.4152070
ngc1893 052230.65+333550.2  80.6277160  33.5973000
ngc1893 052231.74+332945.6  80.6322860  33.4960170
ngc1893 052231.94+332222.0  80.6331000  33.3728000
ngc1893 052232.62+332246.9  80.6359250  33.3797100
ngc1893 052232.91+332420.0  80.6371460  33.4055750
ngc1893 052233.05+332221.2  80.6377500  33.3725620
ngc1893 052233.43+332916.3  80.6392980  33.4878830
ngc1893 052233.39+331958.9  80.6391500  33.3330420
ngc1893 052233.66+332803.2  80.6402900  33.4675600
ngc1893 052233.79+333204.5  80.6408200  33.5345880
ngc1893 052233.94+332521.3  80.6414500  33.4225920
ngc1893 052234.24+332540.7  80.6426770  33.4279900
ngc1893 052234.39+332257.3  80.6433300  33.3826100
ngc1893 052235.02+332904.0  80.6459570  33.4844670
ngc1893 052235.20+332830.4  80.6466810  33.4751170
ngc1893 052235.20+332351.5  80.6467010  33.3976570
ngc1893 052235.28+332349.9  80.6470070  33.3971980
ngc1893 052235.39+332148.5  80.6474800  33.3634870
ngc1893 052235.68+332148.9  80.6487050  33.3636050
ngc1893 052235.73+332002.5  80.6489100  33.3340530
ngc1893 052236.06+332227.9  80.6502600  33.3744430
ngc1893 052236.59+332235.0  80.6524800  33.3764080
ngc1893 052236.69+332559.8  80.6529100  33.4332900
ngc1893 052236.69+332312.0  80.6528850  33.3866920
ngc1893 052236.74+332255.1  80.6531200  33.3819730
ngc1893 052236.87+332224.7  80.6536250  33.3735540
ngc1893 052236.93+332909.8  80.6539090  33.4860620
ngc1893 052236.98+332313.0  80.6541110  33.3869710
ngc1893 052237.15+332512.6  80.6548200  33.4201770
ngc1893 052237.31+332858.3  80.6554740  33.4828690
ngc1893 052237.39+332005.4  80.6558000  33.3348580
ngc1893 052237.69+332126.7  80.6570740  33.3574180
ngc1893 052237.73+332953.3  80.6572110  33.4981660
ngc1893 052238.19+332152.8  80.6591430  33.3646830
ngc1893 052238.19+332806.3  80.6591640  33.4684300
ngc1893 052238.32+332142.0  80.6597060  33.3616830
ngc1893 052238.34+332958.6  80.6597850  33.4996220
ngc1893 052238.34+332640.8  80.6597880  33.4446730
ngc1893 052238.41+333136.9  80.6600570  33.5269210
ngc1893 052238.44+332214.8  80.6601740  33.3707790
ngc1893 052238.68+332307.6  80.6611800  33.3854500
ngc1893 052238.78+332205.3  80.6616060  33.3681500
ngc1893 052238.81+332130.5  80.6617400  33.3584860
ngc1893 052238.99+332228.3  80.6624760  33.3745300
ngc1893 052239.01+332626.7  80.6625740  33.4407660
ngc1893 052239.71+332218.1  80.6654690  33.3717160
ngc1893 052239.69+332517.3  80.6654100  33.4214800
ngc1893 052239.85+332528.5  80.6660660  33.4245880
ngc1893 052239.88+332227.1  80.6661820  33.3741970
ngc1893 052240.00+332831.1  80.6667030  33.4753210
ngc1893 052240.04+332332.7  80.6668550  33.3924180
ngc1893 052240.07+332217.5  80.6669780  33.3715280
ngc1893 052240.32+332431.1  80.6680150  33.4086600
ngc1893 052240.42+332206.4  80.6684500  33.3684700
ngc1893 052240.61+332250.7  80.6692400  33.3807600
ngc1893 052240.76+332137.9  80.6698630  33.3605310
ngc1893 052240.78+332439.8  80.6699400  33.4110570
ngc1893 052240.88+332605.8  80.6703550  33.4349500
ngc1893 052240.93+332237.7  80.6705600  33.3771550
ngc1893 052241.03+332119.0  80.6709600  33.3552780
ngc1893 052241.08+332215.3  80.6711900  33.3709200
ngc1893 052241.11+333011.4  80.6713250  33.5031700
ngc1893 052241.22+332256.3  80.6717760  33.3823240
ngc1893 052241.24+332229.9  80.6718600  33.3749900
ngc1893 052241.25+332119.4  80.6719000  33.3553960
ngc1893 052241.31+332151.1  80.6721300  33.3642200
ngc1893 052241.32+332216.8  80.6721730  33.3713420
ngc1893 052241.49+332050.0  80.6728800  33.3472370
ngc1893 052241.50+332615.1  80.6729290  33.4375440
ngc1893 052241.50+332303.8  80.6729500  33.3844150
ngc1893 052241.67+332704.8  80.6736580  33.4513410
ngc1893 052241.74+332401.5  80.6739320  33.4004320
ngc1893 052241.75+332332.0  80.6739900  33.3922230
ngc1893 052241.77+332218.0  80.6740820  33.3716920
ngc1893 052241.91+332119.9  80.6746500  33.3555530
ngc1893 052241.95+332355.0  80.6748050  33.3986130
ngc1893 052241.94+332219.3  80.6747900  33.3720440
ngc1893 052241.95+332414.1  80.6748000  33.4039340
ngc1893 052241.98+332540.4  80.6749430  33.4278960
ngc1893 052242.09+332142.3  80.6753900  33.3617550
ngc1893 052242.20+332225.7  80.6758550  33.3738150
ngc1893 052242.25+332501.5  80.6760500  33.4170930
ngc1893 052242.31+332608.3  80.6763100  33.4356590
ngc1893 052242.31+332901.1  80.6763230  33.4836610
ngc1893 052242.38+332422.0  80.6766100  33.4061160
ngc1893 052242.49+332313.2  80.6770760  33.3870060
ngc1893 052242.63+332449.4  80.6776600  33.4137230
ngc1893 052242.67+332454.9  80.6778200  33.4152760
ngc1893 052242.86+332445.6  80.6786200  33.4126780
ngc1893 052243.04+332632.0  80.6793640  33.4422250
ngc1893 052243.25+332011.0  80.6802200  33.3364000
ngc1893 052243.25+332735.4  80.6802490  33.4598400
ngc1893 052243.33+332845.8  80.6805510  33.4793940
ngc1893 052243.49+332736.6  80.6812310  33.4601690
ngc1893 052243.58+332645.7  80.6816170  33.4460430
ngc1893 052243.65+332400.0  80.6819090  33.4000110
ngc1893 052243.66+332615.5  80.6819440  33.4376640
ngc1893 052243.71+332906.2  80.6821550  33.4850640
ngc1893 052243.69+332349.3  80.6820450  33.3970450
ngc1893 052243.76+332616.7  80.6823370  33.4379890
ngc1893 052243.78+332525.7  80.6824490  33.4238220
ngc1893 052243.85+332453.7  80.6827500  33.4149360
ngc1893 052243.87+332450.9  80.6828120  33.4141650
ngc1893 052243.97+332516.4  80.6832340  33.4212330
ngc1893 052243.98+332521.3  80.6832750  33.4225940
ngc1893 052244.00+332626.6  80.6833380  33.4407370
ngc1893 052244.01+332301.3  80.6833800  33.3836980
ngc1893 052244.03+332120.8  80.6834600  33.3558000
ngc1893 052244.00+331934.8  80.6833500  33.3263600
ngc1893 052244.07+332345.2  80.6836400  33.3959000
ngc1893 052244.18+332630.4  80.6840900  33.4417980
ngc1893 052244.23+332757.5  80.6843080  33.4659940
ngc1893 052244.27+332454.3  80.6844800  33.4151100
ngc1893 052244.30+332443.4  80.6845980  33.4120670
ngc1893 052244.33+331951.2  80.6847460  33.3308900
ngc1893 052244.56+332516.5  80.6856990  33.4212550
ngc1893 052244.61+332517.3  80.6858830  33.4214770
ngc1893 052244.64+332521.2  80.6860280  33.4225650
ngc1893 052244.66+332536.4  80.6861180  33.4267860
ngc1893 052244.71+332009.4  80.6863250  33.3359680
ngc1893 052244.77+332636.7  80.6865720  33.4435320
ngc1893 052244.87+332447.5  80.6869660  33.4132200
ngc1893 052244.89+332501.6  80.6870710  33.4171200
ngc1893 052244.95+332832.9  80.6872960  33.4758150
ngc1893 052244.96+331957.5  80.6873600  33.3326600
ngc1893 052245.01+332557.9  80.6875590  33.4327670
ngc1893 052245.06+332210.9  80.6877750  33.3697200
ngc1893 052245.07+332740.6  80.6878180  33.4612970
ngc1893 052245.08+332306.9  80.6878700  33.3852540
ngc1893 052245.13+332423.5  80.6880660  33.4065400
ngc1893 052245.15+332311.3  80.6881400  33.3864860
ngc1893 052245.20+332413.7  80.6883500  33.4038280
ngc1893 052245.27+332216.8  80.6886600  33.3713400
ngc1893 052245.33+332043.6  80.6888960  33.3454480
ngc1893 052245.42+332456.0  80.6892780  33.4155740
ngc1893 052245.49+332334.9  80.6895740  33.3930450
ngc1893 052245.50+332500.9  80.6895900  33.4169270
ngc1893 052245.50+332609.1  80.6896160  33.4358720
ngc1893 052245.52+332556.9  80.6896890  33.4324750
ngc1893 052245.54+332539.5  80.6897750  33.4276660
ngc1893 052245.65+332323.3  80.6902200  33.3898300
ngc1893 052245.62+332445.0  80.6900940  33.4125030
ngc1893 052245.68+332529.0  80.6903420  33.4247460
ngc1893 052245.78+332816.4  80.6907790  33.4712310
ngc1893 052245.86+332351.2  80.6911240  33.3975680
ngc1893 052245.93+332600.5  80.6914100  33.4334990
ngc1893 052245.94+332458.8  80.6914540  33.4163400
ngc1893 052245.96+332805.3  80.6915040  33.4681440
ngc1893 052246.00+332526.2  80.6916950  33.4239460
ngc1893 052246.03+332527.7  80.6918020  33.4243870
ngc1893 052246.04+332554.1  80.6918370  33.4317150
ngc1893 052246.10+332443.7  80.6920970  33.4121490
ngc1893 052246.16+332520.8  80.6923440  33.4224690
ngc1893 052246.26+332556.4  80.6927510  33.4323400
ngc1893 052246.28+332440.9  80.6928550  33.4113660
ngc1893 052246.31+332514.6  80.6929950  33.4207490
ngc1893 052246.36+332408.4  80.6931810  33.4023400
ngc1893 052246.36+332612.4  80.6932080  33.4368000
ngc1893 052246.37+332401.9  80.6932400  33.4005400
ngc1893 052246.37+332406.5  80.6932480  33.4018090
ngc1893 052246.39+332505.1  80.6932940  33.4181000
ngc1893 052246.51+332510.3  80.6938140  33.4195530
